OBJECTID,EVENT_UNIQUE_ID,OCC_DATE,OCC_YEAR,OCC_MONTH,OCC_DOW,OCC_DAY,OCC_DOY,OCC_HOUR,REPORT_DATE,REPORT_YEAR,REPORT_MONTH,REPORT_DOW,REPORT_DAY,REPORT_DOY,REPORT_HOUR,DIVISION,LOCATION_TYPE,PREMISES_TYPE,BIKE_MAKE,BIKE_MODEL,BIKE_TYPE,BIKE_SPEED,BIKE_COLOUR,BIKE_COST,STATUS,PRIMARY_OFFENCE,HOOD_158,NEIGHBOURHOOD_158,HOOD_140,NEIGHBOURHOOD_140,LONG_WGS84,LAT_WGS84,x,y
66,GO-20141537073,2/15/2014 5:00:00 AM,2014,February,Saturday,15,46,18,2/15/2014 5:00:00 AM,2014,February,Saturday,15,46,19,D14,"Streets, Roads, Highways (Bicycle Path, Private Road)",Outside,KHS,URBAN EXPRESS,OT,21,BLKGRY,200,STOLEN,THEFT UNDER,078,Kensington-Chinatown (78),078,Kensington-Chinatown (78),-79.4039819320046,43.6471940876252,-8839210.83562853,5411006.00075517
67,GO-20141542732,2/16/2014 5:00:00 AM,2014,February,Sunday,16,47,19,2/16/2014 5:00:00 AM,2014,February,Sunday,16,47,19,D51,"Single Home, House (Attach Garage, Cottage, Mobile)",House,RALEIGH,NONE,RC,10,BLK,500,STOLEN,B&E,071,Cabbagetown-South St.James Town (71),071,Cabbagetown-South St.James Town (71),-79.3656152603307,43.6665298056335,-8834939.87723806,5413981.09497554
68,GO-20149001341,2/14/2014 5:00:00 AM,2014,February,Friday,14,45,12,2/17/2014 5:00:00 AM,2014,February,Monday,17,48,12,D14,"Streets, Roads, Highways (Bicycle Path, Private Road)",Outside,RA,INTERNATIONAL,MT,18,BLK,100,STOLEN,THEFT UNDER,079,University (79),079,University (79),-79.4099828355837,43.6653904097079,-8839878.85320611,5413805.75500916
69,GO-20149001330,2/16/2014 5:00:00 AM,2014,February,Sunday,16,47,14,2/17/2014 5:00:00 AM,2014,February,Monday,17,48,5,D52,"Parking Lots (Apt., Commercial Or Non-Commercial)",Outside,DB,,RG,21,DGR,150,STOLEN,THEFT UNDER,167,Church-Wellesley (167),075,Church-Yonge Corridor (75),-79.3837790468618,43.6630379021417,-8836961.86075778,5413443.74155926
70,GO-20141546511,1/17/2014 5:00:00 AM,2014,January,Friday,17,17,6,2/17/2014 5:00:00 AM,2014,February,Monday,17,48,13,D55,"Streets, Roads, Highways (Bicycle Path, Private Road)",Outside,OTHER,1700,SC,10,,,STOLEN,THEFT UNDER,064,Woodbine Corridor (64),064,Woodbine Corridor (64),-79.3202823271071,43.6753296989369,-8829893.43822033,5415335.40963379
71,GO-20141545496,1/15/2014 5:00:00 AM,2014,January,Wednesday,15,15,0,2/17/2014 5:00:00 AM,2014,February,Monday,17,48,10,D55,"Private Property Structure (Pool, Shed, Detached Garage)",Other,MARIN OR MARINO,NOVATO,MT,27,SILBLK,700,STOLEN,THEFT UNDER,070,South Riverdale (70),070,South Riverdale (70),-79.3341607902156,43.6594371291279,-8831438.38165448,5412889.66751297
72,GO-20141545179,2/16/2014 5:00:00 AM,2014,February,Sunday,16,47,20,2/17/2014 5:00:00 AM,2014,February,Monday,17,48,9,D12,"Streets, Roads, Highways (Bicycle Path, Private Road)",Outside,EMMO,,EL,30,BLK,1500,STOLEN,THEFT UNDER,113,Weston (113),113,Weston (113),-79.5239828465961,43.7038299571942,-8852569.27638106,5419722.99913626
73,GO-20141564097,2/20/2014 5:00:00 AM,2014,February,Thursday,20,51,10,2/20/2014 5:00:00 AM,2014,February,Thursday,20,51,10,D41,"Gas Station (Self, Full, Attached Convenience)",Commercial,RALEIGH,,MT,10,RED,,STOLEN,THEFT UNDER,126,Dorset Park (126),126,Dorset Park (126),-79.2749465253184,43.7494527615645,-8824846.67982699,5426750.93405084
74,GO-20149001446,2/19/2014 5:00:00 AM,2014,February,Wednesday,19,50,23,2/20/2014 5:00:00 AM,2014,February,Thursday,20,51,21,D14,"Single Home, House (Attach Garage, Cottage, Mobile)",House,RA,DARK BLUE CHALL,RG,2,BLU,0,STOLEN,THEFT UNDER,081,Trinity-Bellwoods (81),081,Trinity-Bellwoods (81),-79.4069828314629,43.651378192884,-8839544.89417713,5411649.70771458
75,GO-20149001553,1/18/2014 5:00:00 AM,2014,January,Saturday,18,18,0,2/24/2014 5:00:00 AM,2014,February,Monday,24,55,15,D52,"Apartment (Rooming House, Condo)",Apartment,GI,ALIAS,MT,21,BLK,1400,STOLEN,THEFT UNDER,169,Bay-Cloverhill (169),076,Bay Street Corridor (76),-79.3884986468509,43.6674341066959,-8837487.24422652,5414120.25888885
76,GO-20149001570,2/24/2014 5:00:00 AM,2014,February,Monday,24,55,20,2/24/2014 5:00:00 AM,2014,February,Monday,24,55,22,D11,"Streets, Roads, Highways (Bicycle Path, Private Road)",Outside,SU,,RG,1,,0,STOLEN,THEFT UNDER,088,High Park North (88),088,High Park North (88),-79.4752106258304,43.6611147658827,-8847139.97757448,5413147.81214841
77,GO-20141590253,2/24/2014 5:00:00 AM,2014,February,Monday,24,55,9,2/24/2014 5:00:00 AM,2014,February,Monday,24,55,15,D23,"Single Home, House (Attach Garage, Cottage, Mobile)",House,E-FADA,,EL,1,BLK,2000,STOLEN,THEFT UNDER,002,Mount Olive-Silverstone-Jamestown (2),002,Mount Olive-Silverstone-Jamestown (2),-79.5870386777795,43.7509834780816,-8859588.61937952,5426986.82503604
78,GO-20141587267,2/23/2014 5:00:00 AM,2014,February,Sunday,23,54,20,2/24/2014 5:00:00 AM,2014,February,Monday,24,55,7,D13,"Single Home, House (Attach Garage, Cottage, Mobile)",House,OTHER,,OT,0,BLU,,STOLEN,THEFT UNDER,108,Briar Hill-Belgravia (108),108,Briar Hill-Belgravia (108),-79.4446670854159,43.6977162638641,-8843739.88614333,5418781.62583567
79,GO-20141600543,2/25/2014 5:00:00 AM,2014,February,Tuesday,25,56,8,2/26/2014 5:00:00 AM,2014,February,Wednesday,26,57,9,D51,"Streets, Roads, Highways (Bicycle Path, Private Road)",Outside,SPECIALIZED,2012 SIRRUS SPO,OT,21,BLK,700,STOLEN,THEFT UNDER,167,Church-Wellesley (167),075,Church-Yonge Corridor (75),-79.3867607489655,43.6702328098251,-8837293.78230611,5414550.96777431
80,GO-20141609988,11/27/2013 5:00:00 AM,2013,November,Wednesday,27,331,12,2/27/2014 5:00:00 AM,2014,February,Thursday,27,58,18,D14,"Apartment (Rooming House, Condo)",Apartment,GARDIN,,TO,7,RED,250,STOLEN,B&E,078,Kensington-Chinatown (78),078,Kensington-Chinatown (78),-79.4046775317727,43.6489637896268,-8839288.26946632,5411278.25649386
81,GO-20141620477,2/23/2014 5:00:00 AM,2014,February,Sunday,23,54,14,3/1/2014 5:00:00 AM,2014,March,Saturday,1,60,16,D11,"Private Property Structure (Pool, Shed, Detached Garage)",Other,MKM,,RC,0,GRYWHI,1000,STOLEN,B&E,171,Junction-Wallace Emerson (171),093,Dovercourt-Wallace Emerson-Junction (93),-79.443437721197,43.6653683194498,-8843603.03396886,5413802.3554907
82,GO-20141620477,2/23/2014 5:00:00 AM,2014,February,Sunday,23,54,14,3/1/2014 5:00:00 AM,2014,March,Saturday,1,60,16,D11,"Private Property Structure (Pool, Shed, Detached Garage)",Other,MKM,,RC,0,GRYWHI,300,STOLEN,B&E,171,Junction-Wallace Emerson (171),093,Dovercourt-Wallace Emerson-Junction (93),-79.443437721197,43.6653683194498,-8843603.03396886,5413802.3554907
83,GO-20141620477,2/23/2014 5:00:00 AM,2014,February,Sunday,23,54,14,3/1/2014 5:00:00 AM,2014,March,Saturday,1,60,16,D11,"Private Property Structure (Pool, Shed, Detached Garage)",Other,SPECIALIZED,ROULUX 2,RG,10,WHI,1850,STOLEN,B&E,171,Junction-Wallace Emerson (171),093,Dovercourt-Wallace Emerson-Junction (93),-79.443437721197,43.6653683194498,-8843603.03396886,5413802.3554907
84,GO-20141634799,3/3/2014 5:00:00 AM,2014,March,Monday,3,62,20,3/3/2014 5:00:00 AM,2014,March,Monday,3,62,21,D51,"Other Non Commercial / Corporate Places (Non-Profit, Gov'T, Firehall)",Other,MICGARGI,,OT,1,BLK,1500,STOLEN,THEFT UNDER,072,Regent Park (72),072,Regent Park (72),-79.3569119634984,43.658239197343,-8833971.0306478,5412705.34139579
85,GO-20149001765,3/3/2014 5:00:00 AM,2014,March,Monday,3,62,19,3/4/2014 5:00:00 AM,2014,March,Tuesday,4,63,12,D51,"Streets, Roads, Highways (Bicycle Path, Private Road)",Outside,NO,,MT,21,RED,80,STOLEN,THEFT UNDER,168,Downtown Yonge East (168),075,Church-Yonge Corridor (75),-79.3758612492946,43.6549468940506,-8836080.45551621,5412198.77279375
86,GO-20149001784,3/4/2014 5:00:00 AM,2014,March,Tuesday,4,63,21,3/4/2014 5:00:00 AM,2014,March,Tuesday,4,63,21,D55,"Other Commercial / Corporate Places (For Profit, Warehouse, Corp. Bldg",Commercial,GI,ESCAPE,MT,16,BLK,800,STOLEN,THEFT UNDER,062,East End-Danforth (62),062,East End-Danforth (62),-79.2980082493702,43.678902331018,-8827413.89919948,5415885.29889675
87,GO-20141649320,3/5/2014 5:00:00 AM,2014,March,Wednesday,5,64,20,3/6/2014 5:00:00 AM,2014,March,Thursday,6,65,9,D51,"Apartment (Rooming House, Condo)",Apartment,EMMA,BIKE,EL,1,BGE,2000,STOLEN,THEFT UNDER,168,Downtown Yonge East (168),075,Church-Yonge Corridor (75),-79.3787565471547,43.6543176934214,-8836402.75861527,5412101.96424858
88,GO-20149001820,3/5/2014 5:00:00 AM,2014,March,Wednesday,5,64,8,3/6/2014 5:00:00 AM,2014,March,Thursday,6,65,10,D52,"Parking Lots (Apt., Commercial Or Non-Commercial)",Outside,OT,COBRA 18"",BM,1,WHI,350,STOLEN,THEFT UNDER,169,Bay-Cloverhill (169),076,Bay Street Corridor (76),-79.3884986468509,43.6674341066959,-8837487.24422652,5414120.25888885
89,GO-20141650747,3/6/2014 5:00:00 AM,2014,March,Thursday,6,65,9,3/6/2014 5:00:00 AM,2014,March,Thursday,6,65,13,D51,"Open Areas (Lakes, Parks, Rivers)",Outside,EMMO,S6,EL,1,YEL,2000,STOLEN,THEFT UNDER,073,Moss Park (73),073,Moss Park (73),-79.3700991535413,43.6561628952666,-8835439.02203491,5412385.86896232
90,GO-20149001820,3/5/2014 5:00:00 AM,2014,March,Wednesday,5,64,8,3/6/2014 5:00:00 AM,2014,March,Thursday,6,65,10,D52,"Parking Lots (Apt., Commercial Or Non-Commercial)",Outside,OT,P.24,BM,1,BLK,550,STOLEN,THEFT UNDER,169,Bay-Cloverhill (169),076,Bay Street Corridor (76),-79.3884986468509,43.6674341066959,-8837487.24422652,5414120.25888885
91,GO-20141656024,3/7/2014 5:00:00 AM,2014,March,Friday,7,66,10,3/7/2014 5:00:00 AM,2014,March,Friday,7,66,11,D55,"Single Home, House (Attach Garage, Cottage, Mobile)",House,CCM,,MT,21,BLKWHI,400,STOLEN,B&E,068,North Riverdale (68),068,North Riverdale (68),-79.3420564956245,43.6720902508797,-8832317.32762586,5414836.83139573
92,GO-20149001842,3/5/2014 5:00:00 AM,2014,March,Wednesday,5,64,10,3/7/2014 5:00:00 AM,2014,March,Friday,7,66,13,D51,"Streets, Roads, Highways (Bicycle Path, Private Road)",Outside,KH,URBAN X,RG,24,BLK,500,STOLEN,THEFT UNDER,073,Moss Park (73),073,Moss Park (73),-79.3694490534279,43.6545223936261,-8835366.65312263,5412133.45932879
93,GO-20149001867,3/8/2014 5:00:00 AM,2014,March,Saturday,8,67,7,3/8/2014 5:00:00 AM,2014,March,Saturday,8,67,8,D53,"Private Property Structure (Pool, Shed, Detached Garage)",Other,OT,X-FIRE,OT,18,WHI,2500,STOLEN,THEFT UNDER,056,Leaside-Bennington (56),056,Leaside-Bennington (56),-79.3665076974801,43.7112946594355,-8835039.22287047,5420872.52807678
94,GO-20149001884,3/8/2014 5:00:00 AM,2014,March,Saturday,8,67,16,3/8/2014 5:00:00 AM,2014,March,Saturday,8,67,22,D52,"Streets, Roads, Highways (Bicycle Path, Private Road)",Outside,OT,,RG,7,BLK,500,STOLEN,THEFT UNDER,170,Yonge-Bay Corridor (170),076,Bay Street Corridor (76),-79.3813584464469,43.6573980965019,-8836692.40068704,5412575.92331134
95,GO-20141669575,2/23/2014 5:00:00 AM,2014,February,Sunday,23,54,15,3/9/2014 5:00:00 AM,2014,March,Sunday,9,68,14,D11,"Single Home, House (Attach Garage, Cottage, Mobile)",House,RALEIGH,HYBRID,OT,18,BLU,500,STOLEN,B&E,090,Junction Area (90),090,Junction Area (90),-79.4828856152277,43.6679712507538,-8847994.35344181,5414202.92158478
96,GO-20141670291,3/8/2014 5:00:00 AM,2014,March,Saturday,8,67,22,3/9/2014 5:00:00 AM,2014,March,Sunday,9,68,19,D53,"Streets, Roads, Highways (Bicycle Path, Private Road)",Outside,EAGLE,,SC,1,WHI,1600,STOLEN,THEFT UNDER,095,Annex (95),095,Annex (95),-79.3973886423958,43.6680342091879,-8838476.87394308,5414212.61042804
97,GO-20141668687,3/8/2014 5:00:00 AM,2014,March,Saturday,8,67,9,3/10/2014 4:00:00 AM,2014,March,Monday,10,69,13,D51,"Parking Lots (Apt., Commercial Or Non-Commercial)",Outside,SPECIALIZED,EPIC COMP,OT,21,BLK,2000,STOLEN,THEFT UNDER,071,Cabbagetown-South St.James Town (71),071,Cabbagetown-South St.James Town (71),-79.3767037512241,43.6624204015241,-8836174.24240985,5413348.72051123
98,GO-20141677268,3/10/2014 4:00:00 AM,2014,March,Monday,10,69,19,3/10/2014 4:00:00 AM,2014,March,Monday,10,69,19,D51,"Apartment (Rooming House, Condo)",Apartment,OTHER,UNKNOWN,MT,10,GRN,200,STOLEN,THEFT UNDER,074,North St.James Town (74),074,North St.James Town (74),-79.3737671550415,43.6672884064532,-8835847.34203846,5414097.83665394
99,GO-20141675909,2/9/2013 5:00:00 AM,2013,February,Saturday,9,40,20,3/10/2014 4:00:00 AM,2014,March,Monday,10,69,15,D14,"Apartment (Rooming House, Condo)",Apartment,FOCUS,IZALCO,OT,20,BLKRED,2200,STOLEN,THEFT UNDER,078,Kensington-Chinatown (78),078,Kensington-Chinatown (78),-79.4023298342978,43.6552298963656,-8839026.92492043,5412242.31566794
100,GO-20149001917,3/7/2014 5:00:00 AM,2014,March,Friday,7,66,15,3/10/2014 4:00:00 AM,2014,March,Monday,10,69,11,D52,"Streets, Roads, Highways (Bicycle Path, Private Road)",Outside,KO,DEW DELUXE,RG,27,GRN,700,STOLEN,THEFT UNDER,169,Bay-Cloverhill (169),076,Bay Street Corridor (76),-79.3905872468585,43.6694730093903,-8837719.746115,5414434.03553812
101,GO-20149002000,3/10/2014 4:00:00 AM,2014,March,Monday,10,69,17,3/11/2014 4:00:00 AM,2014,March,Tuesday,11,70,11,D11,"Private Property Structure (Pool, Shed, Detached Garage)",Other,RA,,RG,18,GRY,400,STOLEN,THEFT FROM MOTOR VEHICLE UNDER,089,Runnymede-Bloor West Village (89),089,Runnymede-Bloor West Village (89),-79.4827528201372,43.6635110612558,-8847979.57077003,5413516.552041
102,GO-20149002000,3/10/2014 4:00:00 AM,2014,March,Monday,10,69,17,3/11/2014 4:00:00 AM,2014,March,Tuesday,11,70,11,D11,"Private Property Structure (Pool, Shed, Detached Garage)",Other,DB,,MT,21,RED,300,STOLEN,THEFT FROM MOTOR VEHICLE UNDER,089,Runnymede-Bloor West Village (89),089,Runnymede-Bloor West Village (89),-79.4827528201372,43.6635110612558,-8847979.57077003,5413516.552041
103,GO-20149001966,1/15/2014 5:00:00 AM,2014,January,Wednesday,15,15,11,3/12/2014 4:00:00 AM,2014,March,Wednesday,12,71,11,D55,Ttc Subway Station,Transit,UK,FORGOT,MT,21,LBL,400,STOLEN,THEFT UNDER,070,South Riverdale (70),070,South Riverdale (70),-79.3229995977349,43.6524055387432,-8830195.9234444,5411807.76743374
104,GO-20141681258,3/10/2014 4:00:00 AM,2014,March,Monday,10,69,22,3/12/2014 4:00:00 AM,2014,March,Wednesday,12,71,13,D51,"Other Commercial / Corporate Places (For Profit, Warehouse, Corp. Bldg",Commercial,OTHER,CUSTOM,SC,32,BLK,500,STOLEN,THEFT UNDER,073,Moss Park (73),073,Moss Park (73),-79.3675887552805,43.6563596954634,-8835159.56569654,5412416.14933142
105,GO-20141692241,3/8/2014 5:00:00 AM,2014,March,Saturday,8,67,19,3/13/2014 4:00:00 AM,2014,March,Thursday,13,72,14,D41,"Streets, Roads, Highways (Bicycle Path, Private Road)",Outside,OTHER,FORTRESS 2000,SC,1,RED,500,STOLEN,THEFT UNDER,122,Birchcliffe-Cliffside (122),122,Birchcliffe-Cliffside (122),-79.2639598818895,43.6969434301979,-8823623.6523227,5418662.63335211
106,GO-20149001985,3/12/2014 4:00:00 AM,2014,March,Wednesday,12,71,19,3/13/2014 4:00:00 AM,2014,March,Thursday,13,72,0,D53,"Group Homes (Non-Profit, Halfway House, Social Agency)",Other,SU,,RC,10,BLK,250,STOLEN,THEFT UNDER,095,Annex (95),095,Annex (95),-79.4024113406735,43.6694572121426,-8839035.99823816,5414431.60441918
107,GO-20141694393,3/11/2014 4:00:00 AM,2014,March,Tuesday,11,70,11,3/13/2014 4:00:00 AM,2014,March,Thursday,13,72,17,D55,"Other Commercial / Corporate Places (For Profit, Warehouse, Corp. Bldg",Commercial,OPUS,FLUX 1.0,MT,21,RED,1000,STOLEN,THEFT UNDER,065,Greenwood-Coxwell (65),065,Greenwood-Coxwell (65),-79.317650118856,43.666088982984,-8829600.42216611,5413913.25698089
108,GO-20141711138,3/16/2014 4:00:00 AM,2014,March,Sunday,16,75,0,3/16/2014 4:00:00 AM,2014,March,Sunday,16,75,11,D51,"Streets, Roads, Highways (Bicycle Path, Private Road)",Outside,EMMO,,EL,0,BLK,500,STOLEN,THEFT UNDER,074,North St.James Town (74),074,North St.James Town (74),-79.3721949563986,43.6676352069557,-8835672.32564636,5414151.2066824
109,GO-20141719595,3/16/2014 4:00:00 AM,2014,March,Sunday,16,75,9,3/18/2014 4:00:00 AM,2014,March,Tuesday,18,77,9,D33,"Single Home, House (Attach Garage, Cottage, Mobile)",House,IRON HORSE,,OT,10,BLK,300,STOLEN,THEFT UNDER,047,Don Valley Village (47),047,Don Valley Village (47),-79.3626715364257,43.7752753030623,-8834612.18338134,5430731.12456544
110,GO-20141740213,3/18/2014 4:00:00 AM,2014,March,Tuesday,18,77,17,3/18/2014 4:00:00 AM,2014,March,Tuesday,18,77,17,D51,"Apartment (Rooming House, Condo)",Apartment,OTHER,DAYMAK,EL,6,BLK,,STOLEN,THEFT UNDER,168,Downtown Yonge East (168),075,Church-Yonge Corridor (75),-79.3820870470184,43.6605697996736,-8836773.50817935,5413063.95528523
111,GO-20149002177,3/19/2014 4:00:00 AM,2014,March,Wednesday,19,78,17,3/19/2014 4:00:00 AM,2014,March,Wednesday,19,78,18,D51,Universities / Colleges,Educational,SC,,RG,7,LGR,300,STOLEN,THEFT UNDER,168,Downtown Yonge East (168),075,Church-Yonge Corridor (75),-79.3778420490607,43.6582068973107,-8836300.95716358,5412700.37143707
112,GO-20141736217,3/20/2014 4:00:00 AM,2014,March,Thursday,20,79,13,3/20/2014 4:00:00 AM,2014,March,Thursday,20,79,15,D51,"Streets, Roads, Highways (Bicycle Path, Private Road)",Outside,EMMO,,EL,1,BLK,895,STOLEN,THEFT UNDER,071,Cabbagetown-South St.James Town (71),071,Cabbagetown-South St.James Town (71),-79.3749262530438,43.6643246034283,-8835976.3722376,5413641.74255779
113,GO-20141731597,3/10/2014 4:00:00 AM,2014,March,Monday,10,69,21,3/20/2014 4:00:00 AM,2014,March,Thursday,20,79,15,D53,"Single Home, House (Attach Garage, Cottage, Mobile)",House,KONA,,MT,12,RED,200,STOLEN,THEFT UNDER,174,South Eglinton-Davisville (174),104,Mount Pleasant West (104),-79.3971783519213,43.7011315214802,-8838453.46456736,5419307.48792973
114,GO-20141742378,3/19/2014 4:00:00 AM,2014,March,Wednesday,19,78,10,3/21/2014 4:00:00 AM,2014,March,Friday,21,80,15,D52,"Streets, Roads, Highways (Bicycle Path, Private Road)",Outside,GIANT,,TO,21,RED,100,STOLEN,THEFT UNDER,170,Yonge-Bay Corridor (170),076,Bay Street Corridor (76),-79.3837284444395,43.6557204948242,-8836956.22765758,5412317.80003956
115,GO-20141743873,3/14/2014 4:00:00 AM,2014,March,Friday,14,73,19,3/21/2014 4:00:00 AM,2014,March,Friday,21,80,20,D51,"Streets, Roads, Highways (Bicycle Path, Private Road)",Outside,GIO,ITALIA,EL,4,BLK,1000,STOLEN,THEFT UNDER,167,Church-Wellesley (167),075,Church-Yonge Corridor (75),-79.3845627472281,43.6649204040241,-8837049.10184271,5413733.42745007
116,GO-20149002225,3/19/2014 4:00:00 AM,2014,March,Wednesday,19,78,3,3/21/2014 4:00:00 AM,2014,March,Friday,21,80,11,D53,"Single Home, House (Attach Garage, Cottage, Mobile)",House,OT,SPECIALIZED HOT,MT,18,RED,300,STOLEN,THEFT UNDER,056,Leaside-Bennington (56),056,Leaside-Bennington (56),-79.36427240286,43.7056027729255,-8834790.39108061,5419995.99148658
117,GO-20149002225,3/19/2014 4:00:00 AM,2014,March,Wednesday,19,78,3,3/21/2014 4:00:00 AM,2014,March,Friday,21,80,11,D53,"Single Home, House (Attach Garage, Cottage, Mobile)",House,TR,TREK 7300,MT,18,SIL,400,STOLEN,THEFT UNDER,056,Leaside-Bennington (56),056,Leaside-Bennington (56),-79.36427240286,43.7056027729255,-8834790.39108061,5419995.99148658
118,GO-20141746457,3/21/2014 4:00:00 AM,2014,March,Friday,21,80,9,3/22/2014 4:00:00 AM,2014,March,Saturday,22,81,13,D13,"Private Property Structure (Pool, Shed, Detached Garage)",Other,RALEIGH,,OT,18,WHIBRN,200,STOLEN,THEFT UNDER,108,Briar Hill-Belgravia (108),108,Briar Hill-Belgravia (108),-79.4436610791146,43.7016931596298,-8843627.89806768,5419393.96881708
119,GO-20141752609,3/23/2014 4:00:00 AM,2014,March,Sunday,23,82,0,3/23/2014 4:00:00 AM,2014,March,Sunday,23,82,13,D14,"Streets, Roads, Highways (Bicycle Path, Private Road)",Outside,UNKNOWN MAKE,1EM313,EL,10,BLK,932.25,STOLEN,THEFT UNDER,095,Annex (95),095,Annex (95),-79.412973335542,43.6696091148141,-8840211.75414332,5414454.98193888
120,GO-20141760093,3/23/2014 4:00:00 AM,2014,March,Sunday,23,82,23,3/24/2014 4:00:00 AM,2014,March,Monday,24,83,19,D22,"Single Home, House (Attach Garage, Cottage, Mobile)",House,KONA,COWAN,MT,8,WHI,500,STOLEN,B&E,012,Markland Wood (12),012,Markland Wood (12),-79.5827084991662,43.6333613443663,-8859106.5860582,5408878.21035261
121,GO-20141760643,3/24/2014 4:00:00 AM,2014,March,Monday,24,83,12,3/24/2014 4:00:00 AM,2014,March,Monday,24,83,18,D52,"Streets, Roads, Highways (Bicycle Path, Private Road)",Outside,EMMO,,EL,20,SIL,1800,STOLEN,THEFT UNDER,167,Church-Wellesley (167),075,Church-Yonge Corridor (75),-79.383092246615,43.6613701004739,-8836885.4065315,5413187.10203257
122,GO-20149002347,3/25/2014 4:00:00 AM,2014,March,Tuesday,25,84,6,3/25/2014 4:00:00 AM,2014,March,Tuesday,25,84,19,D52,"Hospital / Institutions / Medical Facilities (Clinic, Dentist, Morgue)",Other,NO,CITY GLIDE,RG,8,LBL,800,STOLEN,THEFT UNDER,170,Yonge-Bay Corridor (170),076,Bay Street Corridor (76),-79.3861618443091,43.6577625968664,-8837227.11250648,5412632.00784893
123,GO-20141769678,3/20/2014 4:00:00 AM,2014,March,Thursday,20,79,7,3/26/2014 4:00:00 AM,2014,March,Wednesday,26,85,9,D53,"Parking Lots (Apt., Commercial Or Non-Commercial)",Outside,SCHWINN,MIDTOWN,MT,18,WHI,,UNKNOWN,PROPERTY - FOUND,055,Thorncliffe Park (55),055,Thorncliffe Park (55),-79.3585044097727,43.7114446722035,-8834148.30103695,5420895.63083951
124,GO-20141769705,1/11/2014 5:00:00 AM,2014,January,Saturday,11,11,0,3/26/2014 4:00:00 AM,2014,March,Wednesday,26,85,9,D14,"Other Commercial / Corporate Places (For Profit, Warehouse, Corp. Bldg",Commercial,SPECIALIZED,AMEGO,EL,0,GRN,2500,STOLEN,THEFT UNDER,164,Wellington Place (164),077,Waterfront Communities-The Island (77),-79.4011106329617,43.6469652864393,-8838891.20408594,5410970.80182267
125,GO-20141778180,3/27/2014 4:00:00 AM,2014,March,Thursday,27,86,6,3/27/2014 4:00:00 AM,2014,March,Thursday,27,86,15,D54,"Parking Lots (Apt., Commercial Or Non-Commercial)",Outside,UNKNOWN MAKE,LITHIUM 20,EL,3,BLK,2000,STOLEN,THEFT UNDER,054,O'Connor-Parkview (54),054,O'Connor-Parkview (54),-79.2969690597414,43.7004734068512,-8827298.21720917,5419206.15290182
126,GO-20141778734,3/27/2014 4:00:00 AM,2014,March,Thursday,27,86,4,3/27/2014 4:00:00 AM,2014,March,Thursday,27,86,19,D51,"Streets, Roads, Highways (Bicycle Path, Private Road)",Outside,EMMO,H5,EL,5,BLK,3000,STOLEN,THEFT UNDER,168,Downtown Yonge East (168),075,Church-Yonge Corridor (75),-79.3764472488647,43.6548291939329,-8836145.68873782,5412180.66345462
127,GO-20149002392,3/27/2014 4:00:00 AM,2014,March,Thursday,27,86,20,3/27/2014 4:00:00 AM,2014,March,Thursday,27,86,20,D52,Convenience Stores,Commercial,UK,,OT,3,BLK,0,STOLEN,THEFT UNDER,078,Kensington-Chinatown (78),078,Kensington-Chinatown (78),-79.3987233358232,43.6549231954159,-8838625.45139953,5412195.12645931
